user_id,business_id,text,date,compliment_count
ZkuqP-SWFA642HinrXGPmg,-YTipfQ0Yj0iF7m921rhmQ,"Food is good, but when they open they are not ready to receive orders till later.",2021-03-31 16:20:48,0
ovNx9_199fBlM4AufpxVLw,-YTipfQ0Yj0iF7m921rhmQ,Food is very good. I ordered takeout and it was done on time and  hot,2020-04-11 22:45:13,0
ZkuqP-SWFA642HinrXGPmg,-YTipfQ0Yj0iF7m921rhmQ,Good fish dishes and perfect sausage and egg with cheese sandwich.,2019-04-30 03:20:37,0
G0o62hDI5vMRC-NApw5WQA,-cEFKAznWmI0cledNOIQ7w,"We stopped by to get gelato and it was delish!!!! 
Defiantly will come again!",2021-08-09 03:39:32,0
G3E69neBDQChbhahmzfnAA,-cEFKAznWmI0cledNOIQ7w,Love this place with best coffee menu in town as well as the tastiest Aperol Spritz!,2021-04-20 22:29:44,0
krulm780ftC149_DPPfTtA,-cEFKAznWmI0cledNOIQ7w,Amazing food and service !! An experience and hidden gem,2021-04-07 15:43:47,0
G3E69neBDQChbhahmzfnAA,-cEFKAznWmI0cledNOIQ7w,"Favorite place for coffee, lates, and all things related. Forever and ever!",2021-02-27 05:12:43,0
ca86pKyVVbJacCQQGEBJVQ,-cEFKAznWmI0cledNOIQ7w,best coffee in the city! wonderful service! delicious sweetness!,2019-06-21 06:17:55,0
l6g90Ia5xFtcE3D6HeDuvg,-mIlmp5l4hKlp1tvHRdvTg,"Pee quickly, ladies. I accidentally yanked open the locked ladies room door when I thought it was jammed and no one was in it. Whoops (and I have scrawny arms!). Surprisingly, there was a man in there when it happened... and he screamed. Haha, sorry.",2014-06-17 04:58:11,1
mIUVp_l5C6-vt6plmptXnQ,-mIlmp5l4hKlp1tvHRdvTg,"""whiz with"" is literally ALL you have to say to get one of the best cheesesteaks in Philadelphia. Don't forget fries!",2012-02-22 23:33:53,1
LrsNqzFLadODwQ1AUFBnlw,-mIlmp5l4hKlp1tvHRdvTg,Very poor customer service.,2021-11-22 18:10:18,0
ibBMCY2tha46nTYzlKgyXA,-mIlmp5l4hKlp1tvHRdvTg,recommend by a local ... we were not disappointed!!,2021-10-27 22:45:17,0
TR7ezcRznfr1Jif7euZZJg,-mIlmp5l4hKlp1tvHRdvTg,Cheese steaks for bfast! Lol,2012-04-05 15:16:38,0
PCdoT57DhcolXAJHO1J-Dw,-nIXhxPvxST6bTuj9jo1UQ,Delicious and sometimes they toss in dessert too!  Focaccia is especially good.,2021-08-05 02:02:09,0
yahQfNW5yaVhCtpmI60T8Q,-nIXhxPvxST6bTuj9jo1UQ,I can't stop ordering their cacio e pepe - it's so good!!!,2021-01-30 22:39:43,0
e33l3ucOBsdsb8jyegZVVQ,-nIXhxPvxST6bTuj9jo1UQ,Quick fix + delicious,2020-09-25 19:50:34,0
nc-tNxOUW6dr0XQWH0gXTg,-nIXhxPvxST6bTuj9jo1UQ,Great authentic food made from scratch with fresh ingredients,2020-05-17 17:17:44,0
mkhbkAW0Ua4_7c7IKCOxMQ,-nIXhxPvxST6bTuj9jo1UQ,Delicious. Pasta perfectly good. Soups was flavorful. Would definitely order again!,2020-01-29 00:34:26,0
YKtFMy_ZSwHs9nu2-qyqGQ,-qZ3GVQpEa02BXg1ehzaMQ,Very small inside but a good vibe to smoke with close friends n family,2021-08-27 13:51:44,0
T96rfdKfWCNIKX1W6rr7iw,-qZ3GVQpEa02BXg1ehzaMQ,Sit away from their guests so you don't get thrown up on,2019-09-16 01:42:46,0
sAhBeYoYqX43NjXWuDMVwQ,-qZ3GVQpEa02BXg1ehzaMQ,Philly philly!! Must try!,2019-02-17 02:22:52,0
sAhBeYoYqX43NjXWuDMVwQ,-qZ3GVQpEa02BXg1ehzaMQ,Great hookah flavor options!! Go for the exclusive blends which are pretty legit.. we have already tried 2 from the list: Cloud 9 and Philly Philly... really relaxing chill place,2019-01-09 00:46:09,0
iQdIyQ9Sd91ZXn2lzlhEmg,-rDhWLQJ28L2ttkaftdZNQ,Amazing martabak always. Not far from Central Philly.,2020-12-30 22:24:00,0
RH_HPszoH6m-LRk7dBmkmQ,-rDhWLQJ28L2ttkaftdZNQ,Excellent! Such authentic taste - absolutely loved it.,2020-02-07 17:31:09,0
EiZBcTF3QBgy8noRUV2bpw,-rDhWLQJ28L2ttkaftdZNQ,The owners are super nice and the food is delicious !!,2018-10-15 20:05:53,0
fCvMnJU1Z-XhAjKg99wK3Q,-rDhWLQJ28L2ttkaftdZNQ,In the former Gourmet Wok.,2018-08-23 13:43:03,0
OLGQ7alK4VKl3YdQk6UF5g,-v8dtO9BZmKidXLMohiQhQ,Fairmount finally has a bottomless mimosa/bloody brunch again. $20 for beverages before 1pm.,2016-03-26 17:43:59,1
5wfLgZYjWvPxpChI8wX7yg,-v8dtO9BZmKidXLMohiQhQ,Great service! fish tacos were delicious Would definitely recommend.,2021-09-23 23:16:12,0
e07N9h4zSveDeex9qTJegQ,-v8dtO9BZmKidXLMohiQhQ,Nice place to hang out,2020-02-29 20:14:08,0
YqjW3aqnM2fUyyDHYnuiiQ,-v8dtO9BZmKidXLMohiQhQ,"On Tuesdays for $15 you get a burger, a craft beer and a shot of bourbon.",2018-07-03 04:05:43,0
SoW_wiVR03AzjhjOyXT-ew,-v8dtO9BZmKidXLMohiQhQ,Fun Friday with the softball team!,2012-08-18 01:11:24,0
kQUWrH6bC8OXC_f79yyDiw,0-PClaUWGphUvuTH8wQ51w,Slightly overpriced. Great atmosphere tho!,2021-11-13 22:40:35,0
JoVuMN8MjB7uVcBYS4IbZg,0-PClaUWGphUvuTH8wQ51w,Never let your non-customers use bathrooms to keep safe from COVID. None shall pass!,2021-01-17 16:27:16,0
9xLwk0qAWhNE7NEOBT5sKA,0-PClaUWGphUvuTH8wQ51w,Great cappuccinos!!!! Relaxing atmosphere and friendly people.,2019-11-16 05:34:03,0
fCvMnJU1Z-XhAjKg99wK3Q,0-PClaUWGphUvuTH8wQ51w,In the former Cafe Nola space across from The Shambles between Pine and Lombard Streets.,2018-12-21 01:21:35,0
fCvMnJU1Z-XhAjKg99wK3Q,0-PClaUWGphUvuTH8wQ51w,Scheduled to open early 2019.,2018-12-21 01:21:00,0
3QnoTcrxuafMCoTzW_AH7A,00rIcvqmfci_oJWkOqPqmg,Cash only! ATM on site.,2017-09-18 17:52:47,1
opgcEbU-_UtWqmTUbgg1DQ,00rIcvqmfci_oJWkOqPqmg,"Everything was fresh, bread was soft.. delicious worth the trip from NJ",2021-10-29 12:29:08,0
6r7hHUqk7r0Lu7WIF4VeLw,00rIcvqmfci_oJWkOqPqmg,The best Italian hoagies in the area. Made fresh to order with quality ingredients.,2021-02-11 19:33:02,0
U1jT2RtGyYM7eNilWw-3sw,00rIcvqmfci_oJWkOqPqmg,Delicious fresh and fast hoagies!,2020-03-19 05:34:53,0
U1jT2RtGyYM7eNilWw-3sw,00rIcvqmfci_oJWkOqPqmg,Very good hoagies! Never a disappointment.,2017-07-08 17:51:12,0
leO405XIhNQrXGlZR_iFyg,0Dw9eqJsbfuVKsgAoc9NZg,Love it! I will definitely be back!!!,2021-09-03 19:01:59,0
DvP8pq7QzV11_0968ahxMQ,0RuvlgTnKFbX3IK0ZOOocA,"While tasty, the red velvet pancakes are more like a three-layer child's birthday cake.",2017-02-04 15:44:24,1
oiB8fJMd96MNUugca5cvig,0RuvlgTnKFbX3IK0ZOOocA,"Order a non sweet main dish and than have a kids  red velvet, it's big enough to share :)",2015-11-02 16:32:23,1
SYgVIFxAe0XWlcY1PPq_Gw,0RuvlgTnKFbX3IK0ZOOocA,Green Eggs is no longer a BYOB,2015-04-20 05:26:20,1
2BPoScmqXyIY_uJUfJ67gQ,0RuvlgTnKFbX3IK0ZOOocA,The food is absolutely delicious.,2021-11-11 01:12:45,0
mJ6yNAm5x5-lyW7mkHmNFg,0RuvlgTnKFbX3IK0ZOOocA,Come for the food - not for the service!,2015-04-19 19:11:30,0
8jei1yUmwEPAX4MUBCYqbg,0ak-7uV9Nb7nF_l-mMCysA,Fresh poke done as you like.  The only downside was the wait. Fish was fresh.,2021-07-19 10:56:31,0
pWOb4BTGuPyhqo7BQixOLQ,0ak-7uV9Nb7nF_l-mMCysA,My favorite go to Poke.,2021-07-18 20:10:32,0
8jei1yUmwEPAX4MUBCYqbg,0ak-7uV9Nb7nF_l-mMCysA,Fresh poke done as you like.  The only downside was the wait,2021-07-13 00:33:04,0
uKMExTKWIWfh8V6a2Inx4g,0ak-7uV9Nb7nF_l-mMCysA,"Amazing taste, fresh ingredients and a vast variety of toppings!",2018-11-14 00:18:45,0
po-ebw58ddNIFNibnFfZJA,0ak-7uV9Nb7nF_l-mMCysA,My Go to spot for poke.   Service is excellent.,2017-11-10 04:51:11,0
BwGd6CARFMvJ6R12-S-BQw,0bvtIbpsqBJZpRKSPwIfNw,"Amazing environment, good & staff!",2021-08-27 07:06:48,0
e07N9h4zSveDeex9qTJegQ,0bvtIbpsqBJZpRKSPwIfNw,Amazing!!! Food is extremely delicious and the service is awesome!!!,2019-04-09 01:34:54,0
JijPKqmjHcMxcC2owrDPHg,0bvtIbpsqBJZpRKSPwIfNw,Great ambience and setting in the heart of old city philadelphia!,2019-02-10 02:53:53,0
u-D9utbyCax7csfui5uBlA,0bvtIbpsqBJZpRKSPwIfNw,Muito boa comida e bom atendimento. Garçons atenciosos.,2018-03-06 18:17:41,0
Xx8HyTOyzh8vRMjkMNZGQw,0bvtIbpsqBJZpRKSPwIfNw,You will love this place if wine is your thing. They have a massive wine-list and a knowledgable staff to help you navigate it.,2011-09-17 17:09:08,0
pz2VgrZNGZrHnFv_fVwTag,0m5uP9SGYT7w6liaBROwXw,Breakfast sandwiches are delicious!,2021-08-11 13:12:32,0
9rwBiDvTkWd7Yu5AnBs8xw,0m5uP9SGYT7w6liaBROwXw,"Great coffee, great prices and great environment. Can't complain about anything",2020-04-01 22:58:20,0
3QnoTcrxuafMCoTzW_AH7A,0m5uP9SGYT7w6liaBROwXw,3 hr parking. Bring quarters for old school meters!,2019-03-15 17:33:55,0
idcQyd4A9UpZ1jEl5D9XJA,0o8k654DD4h8ywBOXP1GRA,The best Mexican food in the city. Always delicious. Keep up the great work!,2021-07-20 21:27:11,0
KOT5jqz1SkuKUlUKraYJkQ,0o8k654DD4h8ywBOXP1GRA,Stop talking. The best burritos in Philly. There beans and queso changed my life.,2021-05-17 22:46:54,0
Uw1R7OkW09p6Ooinz8Y0NQ,0o8k654DD4h8ywBOXP1GRA,Best burrito around Philly.,2021-05-13 21:37:25,0
HLhA0dL8xHz9HgvAs7HWSw,0o8k654DD4h8ywBOXP1GRA,"Pretty solid place 
Nachos were so stacked that they 
Were a meal for 2",2020-11-09 02:03:23,0
Qj3D2t1AeMIDGPbQtazguw,0o8k654DD4h8ywBOXP1GRA,The pollo diablo is not for the faint of heart,2019-02-01 13:38:25,0
gULSSR-P_Tk4p6UibGMjNw,0oSSjekU-3GR8gselReWnA,"Good food, and great wine selection. Cheers!",2021-05-05 03:01:37,0
gAbj1oTxIzCJdbasnsLAKA,0oSSjekU-3GR8gselReWnA,"Staff, meal, atmosphere all excellent.",2020-04-30 20:25:52,0
yaPtqlclr-iTIU2tKVCSMA,0oSSjekU-3GR8gselReWnA,Reservations far in advance,2019-12-07 23:40:10,0
F0BsQv24YgDXHOuFsb6AEA,0oSSjekU-3GR8gselReWnA,"One of my favorites, fun and entertaining atmosphere. Bone in filet for the win!!!",2018-11-10 14:23:59,0
l_5iaa0MREofT7KIZIH4ug,0oSSjekU-3GR8gselReWnA,Make a reservation!!!!   Awesome food though!!!!,2013-02-18 19:10:29,0
fIqe3U26ItnPeja-36gexA,0qbMXG1Aw3a2beoQhU52lQ,"great sandwiches which def do again  
and recommend",2021-03-17 02:10:52,0
0Ro5rijYMcI5_-cD3iWyyQ,0qbMXG1Aw3a2beoQhU52lQ,"If you like spicy (real spicy), try the NY Al-Sham Combo. You may want to order extra white sauce!",2019-10-16 00:28:58,0
dDJj_cUt2d3CfgIFIjAJ7Q,0qbMXG1Aw3a2beoQhU52lQ,Germantown now has a great Middle Eastern Restaurant.  Love the Chicken Maroosh.,2019-04-05 18:50:00,0
K_Zj7KV0O0vuhsIJ1INMdw,0vfmJXYVLZAMpUuNJx6ejw,Got the grizzly - amazing!,2021-02-18 16:03:51,0
Y98OvuKyneVdT-ou45x30A,0zWAsCBzvuCI_Ydx7yH1Jw,Salt and pepper wings!!,2021-02-23 22:49:19,0
yBQ1VOFV6LTRzSdTJYU0Hw,0zWAsCBzvuCI_Ydx7yH1Jw,Loved the Chinese here. Very fresh and the general tso chicken was pretty good.,2020-01-20 02:29:02,0
qexgfkeIVmkRrtHcvrnIlQ,0zWAsCBzvuCI_Ydx7yH1Jw,Is it just me or is there a new chief?? My food looks slightly different and cooked differently ? Not good.,2018-05-11 05:48:45,0
sCgAitmutOkKR2LbtocVoQ,0zWAsCBzvuCI_Ydx7yH1Jw,No need to go to Chinatown.,2017-12-24 15:01:36,0
tnxPY5usyKDwoev6HGk4QQ,0zWAsCBzvuCI_Ydx7yH1Jw,Perfect dinner! Love the lobster and the roar duck！,2015-05-25 21:05:38,0
L73y-zwI6QRXsI-hDVkibQ,0zf4KKZqbqoxiuKzeZLDdg,This location has good service.  The food is as expected.   At a franchise sub shop.,2021-11-04 22:51:50,0
qeU_taXeFL_NyBk379sAVw,0zf4KKZqbqoxiuKzeZLDdg,Just the best hoagie in Philly.,2021-08-04 21:42:26,0
FkYzHGWrAQUdKaYrmKex5Q,0zf4KKZqbqoxiuKzeZLDdg,Excellent hoagies and service. Prompt delivery and friendly. Highly recommend.,2020-11-02 18:05:54,0
xFR__0o86dOYiRECKR5Z0Q,0zf4KKZqbqoxiuKzeZLDdg,Worst service at a sandwich shop I've ever seen.,2018-02-17 17:01:38,0
N9hqTPQu2bmI8c2Pj8F1ww,0zf4KKZqbqoxiuKzeZLDdg,"Sign up to be a PRIMOHOAGIES Rewards Member, and you receive deal and coupons, as well as rewards points.",2015-11-02 13:49:41,0
N-SbBetu18ZJtZIWaL5tkA,1-fNb0DyGtCuD4qg2uA7bQ,poor service and pizza isn't as good as other local options,2021-09-07 01:49:56,0
fSgPcK8o1hXt6VA6trc_TQ,1-fNb0DyGtCuD4qg2uA7bQ,"Ordered food and it said 15 minutes, once I got there it took another hour.",2021-02-06 00:19:00,0
HK-00IyGPNSYEIfcYVB9EQ,1-fNb0DyGtCuD4qg2uA7bQ,They are open until 2 am on the weekends and they have really awesome wings!!,2017-02-25 03:30:01,0
6dXIYX4UkSG10ztrY-TPWw,1-fNb0DyGtCuD4qg2uA7bQ,"Delivery sucks, but the penne vodka pizza is soooooooo good",2016-05-02 22:51:40,0
dqucQwA-CHWhUczwqIxKKg,1-fNb0DyGtCuD4qg2uA7bQ,Able to buy cheap pizza for starving college students during  game,2014-11-17 01:03:30,0
VoDc-pYUESmEAd4MqbLpVQ,12VKtbzIL5tfb3LCOLk43Q,Great food and awesome service,2021-07-29 17:21:25,0
ylE_w4QR7JCz9cr9ub9l3A,12VKtbzIL5tfb3LCOLk43Q,Map is wrong. Located at 34th and Market!!!,2015-07-01 17:39:43,0
dEC7XB4ABaERsEN4z1tAEQ,18kkPUHXsYj9qfMtiLlgJw,Too pricy and small portions,2021-06-21 03:25:52,0
GIOPcE7zIVPHmO66IyN8QA,18kkPUHXsYj9qfMtiLlgJw,"Pretty good food. Great customer service with the delivery guy.  
Worth every penny.",2020-09-15 04:12:07,0
JHByQBEOu_8mnb8NBevEUQ,18kkPUHXsYj9qfMtiLlgJw,FINALLY... a great Chinese place in Mayfair,2020-08-20 21:41:17,0
RLGt_ufJfz4hFjxYoRKF8Q,18kkPUHXsYj9qfMtiLlgJw,Great place always fast with my order !!,2020-05-23 00:00:59,0
uixRnZhvL1nuDawS9J88pg,18kkPUHXsYj9qfMtiLlgJw,"Great food, the establishment is nice and clean. Order here",2020-02-29 18:46:54,0
PkNs-Rw6MHQfu6j5pBZMMw,19aqkl42CAi2V0vH8UJSfg,$1 cookies in the last 30-60 mins upon closing!,2014-10-13 03:09:40,1
otouvs3uy4utIeGpEumI1g,19aqkl42CAi2V0vH8UJSfg,My go to place with the kids!!,2021-10-16 23:21:10,0
_Xp4Pr71Gfg2Q6qRQbubow,19aqkl42CAi2V0vH8UJSfg,Moist cookies even at the end of the day!!  A must try!!!!,2018-09-09 17:59:17,0
NIrMaweeKcceWE1e6ALc6Q,19aqkl42CAi2V0vH8UJSfg,Get reeces pieces cookie! The best one of all!!,2017-12-23 21:47:38,0
37cpUoM8hlkSQfReIEBd-Q,19aqkl42CAi2V0vH8UJSfg,"Everybody goes to Famous 4th St for the hot cookies, but do not miss these amazing cookies located in the back of the market. There are a ton of great choices, especially the Wilbur Peanut a Butter ($10 per pound).",2013-10-27 02:46:07,0
VClMTiHXXYlLNjalD3N4XQ,1EEL5DATdF7odIRhVpf48A,"Great banh mis, pho and bun! Spring rolls (Cha gio) is labeled egg roll and summer rolls are labeled spring rolls",2021-10-16 18:49:31,0
n3Gg5mIokBirc8s_unINnQ,1ENdYUfYzDu9yyI3-MVklA,Super fresh ingredients for my strawberry and banana smoothie,2021-04-24 17:20:53,0
cAU6u0P--AX071hVQRkd0w,1ENdYUfYzDu9yyI3-MVklA,Had a great bowl the other day and the staff were so friendly and upbeat. Thanks!!!,2020-09-22 00:04:33,0
jfM4wvYzLdZ7O9cYQhGYoQ,1ENdYUfYzDu9yyI3-MVklA,Really good bowls! Never lets down,2020-01-06 18:21:49,0
cMb_x4eb8rgH32lqEnflaw,1ENdYUfYzDu9yyI3-MVklA,Amazing bowls. Lots of health add-on options!,2019-06-02 14:24:34,0
N3INEKpg6VVVeHBBld8Gtw,1ENdYUfYzDu9yyI3-MVklA,Surprisingly good.  You'll be impressed.,2018-06-21 04:03:47,0
wU2FagJGS83mUHSDws8dmQ,1MgX6qN2tghHt_UrX3CFew,Go here. Crispy chicken. Place is insanely clean and everyone is very friendly.,2021-08-24 19:26:49,0
XnA9SKYKSamX7w8AnWEKgQ,1NCUTTp6rIyXpwUDVv9qOA,"This place is horrible. I don't get the other reviews. Pizza is only average and got my order wrong, don't get delivery!",2012-06-05 23:17:26,1
8YZqah9oFVnJzwTUgcX05A,1NCUTTp6rIyXpwUDVv9qOA,Long hair in sandwich. Mmmm.,2021-12-11 03:52:58,0
9pwPAp2gfHvjnAmHvLVgZA,1NCUTTp6rIyXpwUDVv9qOA,"Decent pizza, quick delivery, and fair prices. Great spot for a quick and easy lunch",2021-02-15 16:03:53,0
Rs8xW0YJLRpklVKLDA4taA,1NCUTTp6rIyXpwUDVv9qOA,Go to spot for quick good food and fast service,2020-10-29 22:06:50,0
o7oSgqGh8nIcNdjSwZF3qA,1NCUTTp6rIyXpwUDVv9qOA,Friendly neighborhood spot with great pizza.,2012-11-04 20:49:47,0
fCvMnJU1Z-XhAjKg99wK3Q,1OfhM-ZKvcpxyxptCCzEwA,"Opening April 24th, 2017.",2017-04-21 17:59:41,1
MoGarVhTC0SjE1XXdrYAEw,1OfhM-ZKvcpxyxptCCzEwA,Fun place. Nice staff. Good guac!,2015-06-06 00:06:49,1
oXdnB-e0xoPgXzwCSgDjQQ,1OfhM-ZKvcpxyxptCCzEwA,Was a great place to meet for happy hour. Lots of great sections. Good beers on tap.,2021-12-11 03:37:00,0
v037Yf8BRTader5X2yafZg,1OfhM-ZKvcpxyxptCCzEwA,Great atmosphere. Very easy and convenient to order and pay.,2021-07-31 21:00:59,0
X6sWEV0Wma8b1troQAI4Ww,1OfhM-ZKvcpxyxptCCzEwA,"Such a cool set up, and the drink prices are great! Shocking but true!",2014-07-19 01:33:05,0
6lXt1O9pWmah5uX5zzElkw,1RUStfReoIm_8NzWXKSbCA,"Super friendly service. Went there with a party of seven, nice space.",2021-06-05 13:51:00,0
1mAN9IZpdExQKf1LFdPZ1A,1RUStfReoIm_8NzWXKSbCA,AMAZING Brunch !!! Service was outstanding and food was bomb.com,2019-04-07 21:36:22,0
2XCy5zuETJONWtb2F2mJ6g,1RUStfReoIm_8NzWXKSbCA,Great neighborhood restaurant.  Solid food and friendly service.  Reasonably priced.,2018-09-15 22:42:52,0
jr5SmZjfATIgo1lub3hhiQ,1RUStfReoIm_8NzWXKSbCA,$5 mimosas during brunch,2018-05-20 20:05:27,0
fCvMnJU1Z-XhAjKg99wK3Q,1RUStfReoIm_8NzWXKSbCA,"Opening Thursday, August 25th.",2016-08-22 19:01:42,0
OLGQ7alK4VKl3YdQk6UF5g,1TMkNxmaJuMCZh1osxizPA,"The hot, fresh fries are where it's at.",2015-05-13 10:12:43,1
r_KfEeC1UeLH9eznHm5agw,1TMkNxmaJuMCZh1osxizPA,Disappointed that half the cook line had their masks pulled under their noses. It's early September 2021 and a mask mandate is in place in Philadelphia.,2021-09-07 15:53:04,0
9tehKlPMBky69f4bYoXUSw,1TMkNxmaJuMCZh1osxizPA,Friendly service but food was expensive,2018-12-18 21:17:47,0
-g8Cl0OINIPcGf1gZsyjlw,1TMkNxmaJuMCZh1osxizPA,the shroom burger is delicious,2018-03-12 17:18:11,0
